data,confidence,balance,fold
test-OOD,0.15556233,0.0,0
test-OOD,0.7129673,0.0,0
test-OOD,0.5149901,0.0,0
test-OOD,0.6148162,0.0,0
test-OOD,0.39937502,0.0,0
test-OOD,0.18188557,0.0,0
test-OOD,0.36891952,0.0,0
test-OOD,0.13992341,0.0,0
test-OOD,0.8267763,0.0,0
test-OOD,0.41754916,0.0,0
test-OOD,0.1810629,0.0,0
test-OOD,0.7346117,0.0,0
test-OOD,0.5146122,0.0,0
test-OOD,0.3236217,0.0,0
test-OOD,0.26482028,0.0,0
test-OOD,0.22302957,0.0,0
test-OOD,0.17050447,0.0,0
test-OOD,0.17971365,0.0,0
test-OOD,0.25591308,0.0,0
test-OOD,0.6724102,0.0,0
test-OOD,0.5246397,0.0,0
test-OOD,0.6881212,0.0,0
test-OOD,0.62405145,0.0,0
test-OOD,0.3373205,0.0,0
test-OOD,0.17129174,0.0,0
test-OOD,0.40494367,0.0,0
test-OOD,0.76572984,0.0,0
test-OOD,0.18738413,0.0,0
test-OOD,0.40901566,0.0,0
test-OOD,0.26309374,0.0,0
test-OOD,0.21592283,0.0,0
test-OOD,0.10626899,0.0,0
test-OOD,0.23466831,0.0,0
test-OOD,0.19565268,0.0,0
test-OOD,0.21559948,0.0,0
test-OOD,0.31482637,0.0,0
test-OOD,0.27523705,0.0,0
test-OOD,0.67255884,0.0,0
test-OOD,0.23017263,0.0,0
test-OOD,0.22162767,0.0,0
test-OOD,0.14383198,0.0,0
test-OOD,0.3427899,0.0,0
test-OOD,0.19286422,0.0,0
test-OOD,0.34178078,0.0,0
test-OOD,0.35032764,0.0,0
test-OOD,0.1881017,0.0,0
test-OOD,0.120464355,0.0,0
test-OOD,0.40131456,0.0,0
test-OOD,0.22370772,0.0,0
test-OOD,0.31121504,0.0,0
test-OOD,0.18066725,0.0,0
test-OOD,0.4481209,0.0,0
test-OOD,0.5709184,0.0,0
test-OOD,0.33092254,0.0,0
test-OOD,0.59672385,0.0,0
test-OOD,0.1830568,0.0,0
test-OOD,0.26698294,0.0,0
test-OOD,0.16455309,0.0,0
test-OOD,0.31793505,0.0,0
test-OOD,0.2623288,0.0,0
test-OOD,0.20775414,0.0,0
test-OOD,0.10933699,0.0,0
test-OOD,0.43201095,0.0,0
test-OOD,0.88526726,0.0,0
test-OOD,0.16704431,0.0,0
test-OOD,0.39329404,0.0,0
test-OOD,0.31312585,0.0,0
test-OOD,0.14127852,0.0,0
test-OOD,0.22487654,0.0,0
test-OOD,0.20058034,0.0,0
test-OOD,0.07411747,0.0,0
test-OOD,0.22479655,0.0,0
test-OOD,0.51504064,0.0,0
test-OOD,0.10272762,0.0,0
test-OOD,0.2601737,0.0,0
test-OOD,0.1396788,0.0,0
test-OOD,0.67750525,0.0,0
test-OOD,0.2191543,0.0,0
test-OOD,0.08752337,0.0,0
test-OOD,0.5731433,0.0,0
test-OOD,0.42926446,0.0,0
test-OOD,0.20428105,0.0,0
test-OOD,0.45223838,0.0,0
test-OOD,0.272108,0.0,0
test-OOD,0.4040659,0.0,0
test-OOD,0.4100585,0.0,0
test-OOD,0.5955133,0.0,0
test-OOD,0.3694362,0.0,0
test-OOD,0.24123916,0.0,0
test-OOD,0.11211476,0.0,0
test-OOD,0.22155835,0.0,0
test-OOD,0.27179915,0.0,0
test-OOD,0.24321815,0.0,0
test-OOD,0.3719052,0.0,0
test-OOD,0.37952608,0.0,0
test-OOD,0.25990915,0.0,0
test-OOD,0.22904725,0.0,0
test-OOD,0.18911979,0.0,0
test-OOD,0.33993834,0.0,0
test-OOD,0.63137233,0.0,0
test-OOD,0.23231426,0.0,0
test-OOD,0.27735886,0.0,0
test-OOD,0.8563793,0.0,0
test-OOD,0.42691433,0.0,0
test-OOD,0.46519136,0.0,0
test-OOD,0.2281317,0.0,0
test-OOD,0.60714483,0.0,0
test-OOD,0.15011655,0.0,0
test-OOD,0.2493292,0.0,0
test-OOD,0.13115758,0.0,0
test-OOD,0.2264206,0.0,0
test-OOD,0.25972646,0.0,0
test-OOD,0.5852985,0.0,0
test-OOD,0.19872674,0.0,0
test-OOD,0.22386836,0.0,0
test-OOD,0.5654445,0.0,0
test-OOD,0.3984791,0.0,0
test-OOD,0.59031165,0.0,0
test-OOD,0.19154823,0.0,0
test-OOD,0.11798458,0.0,0
test-OOD,0.4355464,0.0,0
test-OOD,0.3735189,0.0,0
test-OOD,0.40840364,0.0,0
test-OOD,0.07467674,0.0,0
test-OOD,0.1306864,0.0,0
test-OOD,0.2038668,0.0,0
test-OOD,0.09905049,0.0,0
test-OOD,0.19299796,0.0,0
test-OOD,0.3410765,0.0,0
test-OOD,0.26546818,0.0,0
test-OOD,0.2889925,0.0,0
test-OOD,0.1383909,0.0,0
test-OOD,0.61891246,0.0,0
test-OOD,0.20257762,0.0,0
test-OOD,0.48838252,0.0,0
test-OOD,0.33531874,0.0,0
test-OOD,0.2708303,0.0,0
test-OOD,0.3184492,0.0,0
test-OOD,0.32755464,0.0,0
test-OOD,0.63559425,0.0,0
test-OOD,0.6433072,0.0,0
test-OOD,0.13188297,0.0,0
test-OOD,0.5075866,0.0,0
test-OOD,0.26110563,0.0,0
test-OOD,0.20201603,0.0,0
test-OOD,0.502623,0.0,0
test-OOD,0.113869846,0.0,0
test-OOD,0.25478232,0.0,0
test-OOD,0.39701432,0.0,0
test-OOD,0.63022494,0.0,0
test-OOD,0.09212048,0.0,0
test-OOD,0.5944424,0.0,0
test-OOD,0.13851887,0.0,0
test-OOD,0.12469551,0.0,0
test-OOD,0.5765433,0.0,0
test-OOD,0.14453842,0.0,0
test-OOD,0.37861332,0.0,0
test-OOD,0.79525256,0.0,0
test-OOD,0.08312194,0.0,0
